"","Track_Number","Slice_number","X","Y","Distance","Velocity","Pixel_value","Filename","X_centre","Y_centre","Radius","Distance_from_Centre","Include","condition"
"1517",14,3,375,553,0.93,0.93,-12040395,"Control_2_3",327.5,577.5,210.5,53.4462346662513,FALSE,"Control"
"1518",14,4,381,550,0.865,0.865,-9280710,"Control_2_3",327.5,577.5,210.5,60.153969112603,FALSE,"Control"
"1519",14,5,387,545,1.008,1.008,-8491962,"Control_2_3",327.5,577.5,210.5,67.7974925790032,FALSE,"Control"
"1520",14,6,395,541,1.154,1.154,-7636653,"Control_2_3",327.5,577.5,210.5,76.7365623415592,FALSE,"Control"
"1521",14,7,404,538,1.224,1.224,-7702698,"Control_2_3",327.5,577.5,210.5,86.0958767886128,FALSE,"Control"
"1522",14,8,411,533,1.11,1.11,-8360376,"Control_2_3",327.5,577.5,210.5,94.6176516301266,FALSE,"Control"
"1523",14,9,422,534,1.425,1.425,-12763343,"Control_2_3",327.5,577.5,210.5,104.031245306398,FALSE,"Control"
"1524",14,10,425,525,1.224,1.224,-12434377,"Control_2_3",327.5,577.5,210.5,110.736172951751,FALSE,"Control"
"1525",14,11,435,524,1.296,1.296,-12960721,"Control_2_3",327.5,577.5,210.5,120.077058591556,FALSE,"Control"
"1526",14,12,441,519,1.008,1.008,-12500683,"Control_2_3",327.5,577.5,210.5,127.689075491993,FALSE,"Control"
"1527",14,13,451,517,1.316,1.316,-12896219,"Control_2_3",327.5,577.5,210.5,137.522725394751,FALSE,"Control"
"1528",14,14,456,511,1.008,1.008,-7175334,"Control_2_3",327.5,577.5,210.5,144.68759449241,FALSE,"Control"
"1529",14,15,467,508,1.471,1.471,-7241127,"Control_2_3",327.5,577.5,210.5,155.854098438251,FALSE,"Control"
"1530",14,16,475,507,1.04,1.04,-7175586,"Control_2_3",327.5,577.5,210.5,163.482414956472,FALSE,"Control"
"1531",14,17,480,500,1.11,1.11,-7701676,"Control_2_3",327.5,577.5,210.5,171.06285394556,FALSE,"Control"
"1532",14,18,486,502,0.816,0.816,-7898537,"Control_2_3",327.5,577.5,210.5,175.563378869285,FALSE,"Control"
"1533",14,19,493,501,0.912,0.912,-13157849,"Control_2_3",327.5,577.5,210.5,182.325258809634,FALSE,"Control"
"1534",14,20,501,497,1.154,1.154,-12630212,"Control_2_3",327.5,577.5,210.5,191.265522245908,FALSE,"Control"
"1535",14,21,507,496,0.785,0.785,-13025736,"Control_2_3",327.5,577.5,210.5,197.135740037163,FALSE,"Control"
"1536",14,22,501,489,1.189,1.189,-11709363,"Control_2_3",327.5,577.5,210.5,194.767810482123,FALSE,"Control"
"1537",14,23,507,484,1.008,1.008,-13550798,"Control_2_3",327.5,577.5,210.5,202.391946480091,FALSE,"Control"
"1538",14,24,509,477,0.939,0.939,-12039360,"Control_2_3",327.5,577.5,210.5,207.466864824241,FALSE,"Control"
"1539",14,25,515,470,1.189,1.189,-10329259,"Control_2_3",327.5,577.5,210.5,216.13074746551,TRUE,"Control"
"1540",14,26,522,467,0.982,0.982,-11052724,"Control_2_3",327.5,577.5,210.5,223.697340171939,TRUE,"Control"
"1541",14,27,504,467,2.322,2.322,-12171716,"Control_2_3",327.5,577.5,210.5,208.236644229588,FALSE,"Control"
"1542",14,28,506,457,1.316,1.316,-13158100,"Control_2_3",327.5,577.5,210.5,215.36596759934,TRUE,"Control"
"1543",14,29,505,450,0.912,0.912,-11777477,"Control_2_3",327.5,577.5,210.5,218.546333760143,TRUE,"Control"
"1544",14,30,502,443,0.982,0.982,-11447742,"Control_2_3",327.5,577.5,210.5,220.319086780969,TRUE,"Control"
"1545",14,31,517,459,2.829,2.829,-12236998,"Control_2_3",327.5,577.5,210.5,223.500559283417,TRUE,"Control"
"1546",14,32,518,455,0.532,0.532,-10527669,"Control_2_3",327.5,577.5,210.5,226.487306487582,TRUE,"Control"
"1547",14,33,521,461,0.865,0.865,-12303570,"Control_2_3",327.5,577.5,210.5,225.86389707078,TRUE,"Control"
"1548",14,34,525,462,0.532,0.532,-7434885,"Control_2_3",327.5,577.5,210.5,228.793575084616,TRUE,"Control"
"1549",14,35,523,458,0.577,0.577,-7304328,"Control_2_3",327.5,577.5,210.5,229.129875834645,TRUE,"Control"
"1550",14,36,508,453,2.04,2.04,-11644602,"Control_2_3",327.5,577.5,210.5,219.272661314629,TRUE,"Control"
"1551",14,37,509,445,1.04,1.04,-12303819,"Control_2_3",327.5,577.5,210.5,224.718713061463,TRUE,"Control"
"1552",14,38,506,440,0.752,0.752,-12566223,"Control_2_3",327.5,577.5,210.5,225.318663230546,TRUE,"Control"
"1553",14,39,507,437,0.408,0.408,-7435398,"Control_2_3",327.5,577.5,210.5,227.948459086698,TRUE,"Control"
"1554",14,40,502,433,0.826,0.826,-12565971,"Control_2_3",327.5,577.5,210.5,226.562353448228,TRUE,"Control"
"1555",14,41,497,429,0.826,0.826,-10394545,"Control_2_3",327.5,577.5,210.5,225.349728200413,TRUE,"Control"
"1556",14,42,496,423,0.785,0.785,-7894920,"Control_2_3",327.5,577.5,210.5,228.609929793087,TRUE,"Control"
"1557",14,43,491,421,0.695,0.695,-12960211,"Control_2_3",327.5,577.5,210.5,226.328301367726,TRUE,"Control"
"1558",14,44,489,418,0.465,0.465,-12895704,"Control_2_3",327.5,577.5,210.5,226.985682367853,TRUE,"Control"
"1559",14,45,485,415,0.645,0.645,-12171213,"Control_2_3",327.5,577.5,210.5,226.301789652667,TRUE,"Control"
"1560",14,46,479,422,1.189,1.189,-11118777,"Control_2_3",327.5,577.5,210.5,217.100207277653,TRUE,"Control"
"1561",14,47,473,415,1.189,1.189,-11578815,"Control_2_3",327.5,577.5,210.5,218.120379607225,TRUE,"Control"
"1562",15,2,318,550,3.796,3.796,-10066089,"Control_2_4",327.5,577.5,210.5,29.0946730519523,FALSE,"Control"
"1563",15,3,318,563,1.677,1.677,-13289946,"Control_2_4",327.5,577.5,210.5,17.3349358233597,FALSE,"Control"
"1564",15,4,314,565,0.577,0.577,-13290967,"Control_2_4",327.5,577.5,210.5,18.3983694929741,FALSE,"Control"
"1565",15,5,310,565,0.516,0.516,-13355992,"Control_2_4",327.5,577.5,210.5,21.5058131676066,FALSE,"Control"
"1566",15,6,310,565,0,0,-13224406,"Control_2_4",327.5,577.5,210.5,21.5058131676066,FALSE,"Control"
"1567",15,7,312,557,1.064,1.064,-12764372,"Control_2_4",327.5,577.5,210.5,25.7001945517928,FALSE,"Control"
"1568",15,8,316,569,1.632,1.632,-12894926,"Control_2_4",327.5,577.5,210.5,14.3003496460751,FALSE,"Control"
"1569",15,9,310,569,0.774,0.774,-12829393,"Control_2_4",327.5,577.5,210.5,19.4550764583437,FALSE,"Control"
"1570",15,10,304,573,0.93,0.93,-13816541,"Control_2_4",327.5,577.5,210.5,23.9269722280108,FALSE,"Control"
"1571",15,11,298,577,0.93,0.93,-13618138,"Control_2_4",327.5,577.5,210.5,29.5042369838639,FALSE,"Control"
"1572",15,12,287,573,1.51,1.51,-13223380,"Control_2_4",327.5,577.5,210.5,40.7492331216184,FALSE,"Control"
"1573",15,13,280,571,0.939,0.939,-12960722,"Control_2_4",327.5,577.5,210.5,47.9426741014725,FALSE,"Control"
"1574",15,14,272,570,1.04,1.04,-12828884,"Control_2_4",327.5,577.5,210.5,56.0044641077834,FALSE,"Control"
"1575",15,15,262,567,1.347,1.347,-10528455,"Control_2_4",327.5,577.5,210.5,66.3362645918505,FALSE,"Control"
"1576",15,16,261,568,0.182,0.182,-9017788,"Control_2_4",327.5,577.5,210.5,67.175144212722,FALSE,"Control"
"1577",15,17,266,552,2.162,2.162,-8294065,"Control_2_4",327.5,577.5,210.5,66.5770230635164,FALSE,"Control"
"1578",15,18,264,547,0.695,0.695,-7702698,"Control_2_4",327.5,577.5,210.5,70.4450140180269,FALSE,"Control"
"1579",15,19,261,543,0.645,0.645,-11846637,"Control_2_4",327.5,577.5,210.5,74.9166203188585,FALSE,"Control"
"1580",15,20,258,537,0.865,0.865,-9214919,"Control_2_4",327.5,577.5,210.5,80.4394181977965,FALSE,"Control"
"1581",15,21,247,555,2.721,2.721,-8425401,"Control_2_4",327.5,577.5,210.5,83.5852857864349,FALSE,"Control"
"1582",15,22,242,553,0.695,0.695,-8031413,"Control_2_4",327.5,577.5,210.5,88.9409916742556,FALSE,"Control"
"1583",15,23,233,552,1.168,1.168,-7504301,"Control_2_4",327.5,577.5,210.5,97.8800286064527,FALSE,"Control"
"1584",15,24,228,553,0.658,0.658,-7833266,"Control_2_4",327.5,577.5,210.5,102.471947380734,FALSE,"Control"
"1585",15,25,219,553,1.161,1.161,-13158876,"Control_2_4",327.5,577.5,210.5,111.231740074495,FALSE,"Control"
"1586",15,26,210,551,1.189,1.189,-13026515,"Control_2_4",327.5,577.5,210.5,120.451234945932,FALSE,"Control"
"1587",15,27,205,556,0.912,0.912,-13091794,"Control_2_4",327.5,577.5,210.5,124.372424596451,FALSE,"Control"
"1588",15,28,196,551,1.328,1.328,-13223893,"Control_2_4",327.5,577.5,210.5,134.143579794189,FALSE,"Control"
"1589",15,29,190,551,0.774,0.774,-12631756,"Control_2_4",327.5,577.5,210.5,140.030353852299,FALSE,"Control"
"1590",15,30,198,537,2.08,2.08,-12303049,"Control_2_4",327.5,577.5,210.5,135.68529765601,FALSE,"Control"
"1591",15,31,192,539,0.816,0.816,-13092820,"Control_2_4",327.5,577.5,210.5,140.863409017388,FALSE,"Control"
"1592",15,32,187,559,2.659,2.659,-12763343,"Control_2_4",327.5,577.5,210.5,141.712737606751,FALSE,"Control"
"1593",15,33,180,561,0.939,0.939,-12040659,"Control_2_4",327.5,577.5,210.5,148.420012127745,FALSE,"Control"
"1594",15,34,174,564,0.865,0.865,-8622267,"Control_2_4",327.5,577.5,210.5,154.092504684686,FALSE,"Control"
"1595",15,35,167,567,0.982,0.982,-8688571,"Control_2_4",327.5,577.5,210.5,160.843091241122,FALSE,"Control"
"1596",15,36,158,567,1.161,1.161,-8096434,"Control_2_4",327.5,577.5,210.5,169.824909833628,FALSE,"Control"
"1597",15,37,152,571,0.93,0.93,-7241125,"Control_2_4",327.5,577.5,210.5,175.620329119382,FALSE,"Control"
"1598",15,38,144,569,1.064,1.064,-9478087,"Control_2_4",327.5,577.5,210.5,183.696760994853,FALSE,"Control"
"1599",15,39,134,570,1.296,1.296,-11974339,"Control_2_4",327.5,577.5,210.5,193.645294288294,FALSE,"Control"
"1600",15,40,127,569,0.912,0.912,-11447483,"Control_2_4",327.5,577.5,210.5,200.680093681461,FALSE,"Control"
"1601",15,41,118,569,1.161,1.161,-12106440,"Control_2_4",327.5,577.5,210.5,209.672363462618,FALSE,"Control"
"1602",15,42,114,573,0.73,0.73,-11251657,"Control_2_4",327.5,577.5,210.5,213.54741862172,TRUE,"Control"
"1603",15,43,107,573,0.903,0.903,-10790843,"Control_2_4",327.5,577.5,210.5,220.545913587171,TRUE,"Control"
"1604",15,44,100,568,1.11,1.11,-11316409,"Control_2_4",327.5,577.5,210.5,227.698265254701,TRUE,"Control"
"1605",15,45,98,571,0.465,0.465,-11251382,"Control_2_4",327.5,577.5,210.5,229.592029478377,TRUE,"Control"
"1606",15,46,96,585,1.824,1.824,-12501198,"Control_2_4",327.5,577.5,210.5,231.621458418688,TRUE,"Control"
"1607",15,47,94,587,0.365,0.365,-6185331,"Control_2_4",327.5,577.5,210.5,233.693174911036,TRUE,"Control"
"1608",16,2,314,587,2.308,2.308,-13289948,"Control_2_5",327.5,577.5,210.5,16.5075740192192,FALSE,"Control"
"1609",16,3,314,591,0.516,0.516,-13487574,"Control_2_5",327.5,577.5,210.5,19.0918830920368,FALSE,"Control"
"1610",16,4,314,596,0.645,0.645,-13355737,"Control_2_5",327.5,577.5,210.5,22.9019649811976,FALSE,"Control"
"1611",16,5,312,590,0.816,0.816,-13487574,"Control_2_5",327.5,577.5,210.5,19.9123077517399,FALSE,"Control"
"1612",16,6,305,587,0.982,0.982,-13355739,"Control_2_5",327.5,577.5,210.5,24.4233494836396,FALSE,"Control"
"1613",16,7,301,591,0.73,0.73,-13289946,"Control_2_5",327.5,577.5,210.5,29.7405447159261,FALSE,"Control"
"1614",16,8,301,595,0.516,0.516,-13092308,"Control_2_5",327.5,577.5,210.5,31.7568890164008,FALSE,"Control"
"1615",16,9,298,597,0.465,0.465,-12961748,"Control_2_5",327.5,577.5,210.5,35.3624094201738,FALSE,"Control"
"1616",16,10,297,603,0.785,0.785,-13421273,"Control_2_5",327.5,577.5,210.5,39.7555027637684,FALSE,"Control"
"1617",16,11,297,605,0.258,0.258,-13552858,"Control_2_5",327.5,577.5,210.5,41.0670183967621,FALSE,"Control"
"1618",16,12,294,609,0.645,0.645,-13158100,"Control_2_5",327.5,577.5,210.5,45.9836927616737,FALSE,"Control"
"1619",16,13,294,614,0.645,0.645,-13421272,"Control_2_5",327.5,577.5,210.5,49.5429106936603,FALSE,"Control"
"1620",16,14,296,617,0.465,0.465,-12632016,"Control_2_5",327.5,577.5,210.5,50.5222723162765,FALSE,"Control"
"1621",16,15,303,617,0.903,0.903,-13223893,"Control_2_5",327.5,577.5,210.5,46.4811789867684,FALSE,"Control"
"1622",16,16,306,620,0.547,0.547,-11776709,"Control_2_5",327.5,577.5,210.5,47.6287728164394,FALSE,"Control"
"1623",16,17,306,625,0.645,0.645,-13355218,"Control_2_5",327.5,577.5,210.5,52.1392366649148,FALSE,"Control"
"1624",16,18,305,627,0.288,0.288,-13026515,"Control_2_5",327.5,577.5,210.5,54.3737068811756,FALSE,"Control"
"1625",16,19,314,611,2.368,2.368,-13685474,"Control_2_5",327.5,577.5,210.5,36.1178626167164,FALSE,"Control"
"1626",16,20,321,608,0.982,0.982,-13487065,"Control_2_5",327.5,577.5,210.5,31.1849322590254,FALSE,"Control"
"1627",16,21,323,614,0.816,0.816,-13158358,"Control_2_5",327.5,577.5,210.5,36.7763510968666,FALSE,"Control"
"1628",16,22,327,615,0.532,0.532,-13355477,"Control_2_5",327.5,577.5,210.5,37.5033331851984,FALSE,"Control"
"1629",16,23,336,615,1.161,1.161,-13421013,"Control_2_5",327.5,577.5,210.5,38.4512678594608,FALSE,"Control"
"1630",16,24,341,615,0.645,0.645,-13223891,"Control_2_5",327.5,577.5,210.5,39.8559907667593,FALSE,"Control"
"1631",16,25,326,603,2.478,2.478,-10132652,"Control_2_5",327.5,577.5,210.5,25.5440795488896,FALSE,"Control"
"1632",16,26,328,598,0.695,0.695,-12566476,"Control_2_5",327.5,577.5,210.5,20.5060966544099,FALSE,"Control"
"1633",16,27,312,620,3.509,3.509,-12368844,"Control_2_5",327.5,577.5,210.5,45.2382581450701,FALSE,"Control"
"1634",16,28,312,627,0.903,0.903,-13158101,"Control_2_5",327.5,577.5,210.5,51.8700298823897,FALSE,"Control"
"1635",16,29,312,629,0.258,0.258,-12500430,"Control_2_5",327.5,577.5,210.5,53.7819672380994,FALSE,"Control"
"1636",16,30,312,630,0.129,0.129,-12632014,"Control_2_5",327.5,577.5,210.5,54.7402959436648,FALSE,"Control"
"1637",16,31,312,637,0.903,0.903,-11711684,"Control_2_5",327.5,577.5,210.5,61.4857707116045,FALSE,"Control"
"1638",16,32,316,643,0.93,0.93,-8030122,"Control_2_5",327.5,577.5,210.5,66.5018796726829,FALSE,"Control"
"1639",16,33,316,644,0.129,0.129,-7635624,"Control_2_5",327.5,577.5,210.5,67.487035792069,FALSE,"Control"
"1640",16,34,321,649,0.912,0.912,-7767721,"Control_2_5",327.5,577.5,210.5,71.7948466117172,FALSE,"Control"
"1641",16,35,323,648,0.288,0.288,-8623550,"Control_2_5",327.5,577.5,210.5,70.6434710358997,FALSE,"Control"
"1642",16,36,326,650,0.465,0.465,-9742027,"Control_2_5",327.5,577.5,210.5,72.5155155811499,FALSE,"Control"
"1643",16,37,330,653,0.645,0.645,-8425401,"Control_2_5",327.5,577.5,210.5,75.5413793890474,FALSE,"Control"
"1644",16,38,333,656,0.547,0.547,-7372713,"Control_2_5",327.5,577.5,210.5,78.6924392810389,FALSE,"Control"
"1645",16,39,336,657,0.408,0.408,-8228022,"Control_2_5",327.5,577.5,210.5,79.9531112590373,FALSE,"Control"
"1646",16,40,338,659,0.365,0.365,-6779552,"Control_2_5",327.5,577.5,210.5,82.1735967327706,FALSE,"Control"
"1647",16,41,342,659,0.516,0.516,-7108771,"Control_2_5",327.5,577.5,210.5,82.7798284608032,FALSE,"Control"
"1648",16,42,346,659,0.516,0.516,-7503529,"Control_2_5",327.5,577.5,210.5,83.5733211018923,FALSE,"Control"
"1649",16,43,350,659,0.516,0.516,-6845599,"Control_2_5",327.5,577.5,210.5,84.5488024752569,FALSE,"Control"
"1650",16,44,354,657,0.577,0.577,-8819389,"Control_2_5",327.5,577.5,210.5,83.800357994462,FALSE,"Control"
"1651",16,45,362,656,1.04,1.04,-7240614,"Control_2_5",327.5,577.5,210.5,85.7467200538889,FALSE,"Control"
"1652",16,46,365,653,0.547,0.547,-6977185,"Control_2_5",327.5,577.5,210.5,84.3000593119602,FALSE,"Control"
"1653",16,47,368,651,0.465,0.465,-7240355,"Control_2_5",327.5,577.5,210.5,83.9196043841962,FALSE,"Control"
"1654",17,2,314,508,9.462,9.462,-9675984,"Control_2_6",327.5,577.5,210.5,70.7990112925315,FALSE,"Control"
"1655",17,3,314,498,1.29,1.29,-7045547,"Control_2_6",327.5,577.5,210.5,80.6380803342937,FALSE,"Control"
"1656",17,4,310,488,1.389,1.389,-10070996,"Control_2_6",327.5,577.5,210.5,91.1948463456132,FALSE,"Control"
"1657",17,5,305,479,1.328,1.328,-8755385,"Control_2_6",327.5,577.5,210.5,101.037121890917,FALSE,"Control"
"1658",17,6,301,468,1.51,1.51,-11777734,"Control_2_6",327.5,577.5,210.5,112.660995912516,FALSE,"Control"
"1659",17,7,300,457,1.425,1.425,-12500683,"Control_2_6",327.5,577.5,210.5,123.598139144568,FALSE,"Control"
"1660",17,8,295,449,1.217,1.217,-12763600,"Control_2_6",327.5,577.5,210.5,132.546218354203,FALSE,"Control"
"1661",17,9,292,441,1.102,1.102,-12172496,"Control_2_6",327.5,577.5,210.5,141.040774246315,FALSE,"Control"
"1662",17,10,290,429,1.569,1.569,-7702959,"Control_2_6",327.5,577.5,210.5,153.161679280426,FALSE,"Control"
"1663",17,11,286,423,0.93,0.93,-8821956,"Control_2_6",327.5,577.5,210.5,159.976560783135,FALSE,"Control"
"1664",17,12,288,414,1.189,1.189,-6913961,"Control_2_6",327.5,577.5,210.5,168.20374549932,FALSE,"Control"
"1665",17,13,286,405,1.189,1.189,-8295612,"Control_2_6",327.5,577.5,210.5,177.421813765952,FALSE,"Control"
"1666",17,14,279,401,1.04,1.04,-9939659,"Control_2_6",327.5,577.5,210.5,183.042344827638,FALSE,"Control"
"1667",17,15,275,395,0.93,0.93,-10329012,"Control_2_6",327.5,577.5,210.5,189.901290148329,FALSE,"Control"
"1668",17,16,270,388,1.11,1.11,-12039620,"Control_2_6",327.5,577.5,210.5,198.031563140829,FALSE,"Control"
"1669",17,17,266,385,0.645,0.645,-11777223,"Control_2_6",327.5,577.5,210.5,202.085377996529,FALSE,"Control"
"1670",17,18,285,384,2.454,2.454,-11908034,"Control_2_6",327.5,577.5,210.5,198.112341866932,FALSE,"Control"
"1671",17,19,285,376,1.032,1.032,-11974084,"Control_2_6",327.5,577.5,210.5,205.933241609994,FALSE,"Control"
"1672",17,20,290,370,1.008,1.008,-12039619,"Control_2_6",327.5,577.5,210.5,210.861328839595,TRUE,"Control"
"1673",17,21,272,378,2.541,2.541,-12170952,"Control_2_6",327.5,577.5,210.5,207.076072978024,FALSE,"Control"
"1674",17,22,271,370,1.04,1.04,-12106699,"Control_2_6",327.5,577.5,210.5,215.054644218626,TRUE,"Control"
"1675",17,23,266,364,1.008,1.008,-10921916,"Control_2_6",327.5,577.5,210.5,222.181232330726,TRUE,"Control"
"1676",17,24,273,368,1.04,1.04,-8816798,"Control_2_6",327.5,577.5,210.5,216.472862040488,TRUE,"Control"
"1677",17,25,290,378,2.544,2.544,-11645121,"Control_2_6",327.5,577.5,210.5,202.993842271139,FALSE,"Control"
"1678",17,26,298,378,1.032,1.032,-12170946,"Control_2_6",327.5,577.5,210.5,201.669283729575,FALSE,"Control"
"1679",17,27,300,372,0.816,0.816,-10986678,"Control_2_6",327.5,577.5,210.5,207.331859587474,FALSE,"Control"
"1680",17,28,308,368,1.154,1.154,-11907520,"Control_2_6",327.5,577.5,210.5,210.405560763018,FALSE,"Control"
"1681",17,29,312,366,0.577,0.577,-12500432,"Control_2_6",327.5,577.5,210.5,212.06720632856,TRUE,"Control"
"1682",17,30,320,363,1.102,1.102,-12106442,"Control_2_6",327.5,577.5,210.5,214.63107883063,TRUE,"Control"
"1683",17,31,323,357,0.865,0.865,-10395572,"Control_2_6",327.5,577.5,210.5,220.545913587171,TRUE,"Control"
"1684",17,32,322,358,0.182,0.182,-11119808,"Control_2_6",327.5,577.5,210.5,219.568895793553,TRUE,"Control"
"1685",17,33,326,354,0.73,0.73,-9540261,"Control_2_6",327.5,577.5,210.5,223.505033500367,TRUE,"Control"
"1686",17,34,328,358,0.577,0.577,-9672877,"Control_2_6",327.5,577.5,210.5,219.500569475343,TRUE,"Control"
"1687",17,35,307,356,2.721,2.721,-10724797,"Control_2_6",327.5,577.5,210.5,222.446622810957,TRUE,"Control"
"1688",17,36,302,348,1.217,1.217,-10856381,"Control_2_6",327.5,577.5,210.5,230.912321022504,TRUE,"Control"
"1689",17,37,302,343,0.645,0.645,-10857151,"Control_2_6",327.5,577.5,210.5,235.882385946895,TRUE,"Control"
"1690",17,38,298,342,0.532,0.532,-8949405,"Control_2_6",327.5,577.5,210.5,237.340472739059,TRUE,"Control"
"1691",17,39,290,350,1.459,1.459,-11448509,"Control_2_6",327.5,577.5,210.5,230.569946003377,TRUE,"Control"
"1692",17,40,288,348,0.365,0.365,-10724535,"Control_2_6",327.5,577.5,210.5,232.874429682608,TRUE,"Control"
"1693",17,41,283,347,0.658,0.658,-11579330,"Control_2_6",327.5,577.5,210.5,234.756256572642,TRUE,"Control"
"1694",17,42,279,348,0.532,0.532,-11251392,"Control_2_6",327.5,577.5,210.5,234.568753247316,TRUE,"Control"
"1695",17,43,274,350,0.695,0.695,-11645889,"Control_2_6",327.5,577.5,210.5,233.706011903845,TRUE,"Control"
"1696",17,44,273,349,0.182,0.182,-11185086,"Control_2_6",327.5,577.5,210.5,234.90955706399,TRUE,"Control"
"1697",17,45,266,352,0.982,0.982,-11316926,"Control_2_6",327.5,577.5,210.5,233.735962145323,TRUE,"Control"
"1698",17,46,262,354,0.577,0.577,-11513537,"Control_2_6",327.5,577.5,210.5,232.900193215892,TRUE,"Control"
"1699",17,47,258,354,0.516,0.516,-11447742,"Control_2_6",327.5,577.5,210.5,234.056617082278,TRUE,"Control"
"1700",18,2,314,533,6.45,6.45,-12368842,"Control_2_7",327.5,577.5,210.5,46.5026880943457,FALSE,"Control"
"1701",18,3,311,528,0.752,0.752,-11976142,"Control_2_7",327.5,577.5,210.5,52.1775813927783,FALSE,"Control"
"1702",18,4,310,519,1.168,1.168,-12635882,"Control_2_7",327.5,577.5,210.5,61.0614444637531,FALSE,"Control"
"1703",18,5,309,513,0.785,0.785,-10596822,"Control_2_7",327.5,577.5,210.5,67.1006706374832,FALSE,"Control"
"1704",18,6,307,505,1.064,1.064,-10334679,"Control_2_7",327.5,577.5,210.5,75.3425510584822,FALSE,"Control"
"1705",18,7,304,491,1.847,1.847,-9084358,"Control_2_7",327.5,577.5,210.5,89.6353724820732,FALSE,"Control"
"1706",18,8,300,482,1.271,1.271,-9807820,"Control_2_7",327.5,577.5,210.5,99.3805816042551,FALSE,"Control"
"1707",18,9,300,474,1.032,1.032,-11448769,"Control_2_7",327.5,577.5,210.5,107.091082728675,FALSE,"Control"
"1708",18,10,296,469,0.826,0.826,-12173262,"Control_2_7",327.5,577.5,210.5,112.980086740983,FALSE,"Control"
"1709",18,11,288,461,1.459,1.459,-12369611,"Control_2_7",327.5,577.5,210.5,123.014226819502,FALSE,"Control"
"1710",18,12,283,457,0.826,0.826,-12961748,"Control_2_7",327.5,577.5,210.5,128.454272019268,FALSE,"Control"
"1711",18,13,281,453,0.577,0.577,-12172494,"Control_2_7",327.5,577.5,210.5,132.90033860002,FALSE,"Control"
"1712",18,14,277,447,0.93,0.93,-10660285,"Control_2_7",327.5,577.5,210.5,139.930339812351,FALSE,"Control"
"1713",18,15,271,435,1.731,1.731,-10993127,"Control_2_7",327.5,577.5,210.5,153.292204628937,FALSE,"Control"
"1714",18,16,264,430,1.11,1.11,-7242408,"Control_2_7",327.5,577.5,210.5,160.587982115724,FALSE,"Control"
"1715",18,17,263,425,0.658,0.658,-10268886,"Control_2_7",327.5,577.5,210.5,165.579286144131,FALSE,"Control"
"1716",18,18,257,419,1.095,1.095,-8821440,"Control_2_7",327.5,577.5,210.5,173.471899741716,FALSE,"Control"
"1717",18,19,255,409,1.316,1.316,-7964587,"Control_2_7",327.5,577.5,210.5,183.435274688376,FALSE,"Control"
"1718",18,20,248,400,1.471,1.471,-10461617,"Control_2_7",327.5,577.5,210.5,194.490359658262,FALSE,"Control"
"1719",18,21,243,394,1.008,1.008,-12039619,"Control_2_7",327.5,577.5,210.5,202.021038508369,FALSE,"Control"
"1720",18,22,238,387,1.11,1.11,-12040900,"Control_2_7",327.5,577.5,210.5,210.476839580986,FALSE,"Control"
"1721",18,23,234,381,0.93,0.93,-12566223,"Control_2_7",327.5,577.5,210.5,217.610891271554,TRUE,"Control"
"1722",18,24,226,373,1.459,1.459,-10921914,"Control_2_7",327.5,577.5,210.5,228.30352603497,TRUE,"Control"
"1723",18,25,222,369,0.73,0.73,-11779278,"Control_2_7",327.5,577.5,210.5,233.671778355881,TRUE,"Control"
"1724",18,26,214,376,1.371,1.371,-11120322,"Control_2_7",327.5,577.5,210.5,231.267161525367,TRUE,"Control"
"1725",18,27,218,371,0.826,0.826,-11252431,"Control_2_7",327.5,577.5,210.5,233.735962145323,TRUE,"Control"
"1726",18,28,234,364,2.253,2.253,-13160159,"Control_2_7",327.5,577.5,210.5,233.076167807865,TRUE,"Control"
"1727",18,29,230,364,0.516,0.516,-7635097,"Control_2_7",327.5,577.5,210.5,234.709394784274,TRUE,"Control"
"1728",18,30,233,363,0.408,0.408,-11186890,"Control_2_7",327.5,577.5,210.5,234.393899238013,TRUE,"Control"
"1729",18,31,237,360,0.645,0.645,-8752547,"Control_2_7",327.5,577.5,210.5,235.576951334378,TRUE,"Control"
"1730",18,32,236,360,0.129,0.129,-10069179,"Control_2_7",327.5,577.5,210.5,235.962920815962,TRUE,"Control"
"1731",18,33,239,355,0.752,0.752,-9936819,"Control_2_7",327.5,577.5,210.5,239.454588596669,TRUE,"Control"
"1732",18,34,228,363,1.755,1.755,-9279663,"Control_2_7",327.5,577.5,210.5,236.454012442166,TRUE,"Control"
"1733",18,35,245,357,2.326,2.326,-9410217,"Control_2_7",327.5,577.5,210.5,235.428333044262,TRUE,"Control"
"1734",18,36,248,371,1.847,1.847,-11514051,"Control_2_7",327.5,577.5,210.5,221.274716133588,TRUE,"Control"
"1735",18,37,259,369,1.442,1.442,-10725048,"Control_2_7",327.5,577.5,210.5,219.46412007433,TRUE,"Control"
"1736",18,38,269,367,1.316,1.316,-11054011,"Control_2_7",327.5,577.5,210.5,218.477687647961,TRUE,"Control"
"1737",18,39,276,368,0.912,0.912,-10461617,"Control_2_7",327.5,577.5,210.5,215.737108537219,TRUE,"Control"
"1738",18,40,280,367,0.532,0.532,-11185851,"Control_2_7",327.5,577.5,210.5,215.792724622495,TRUE,"Control"
"1739",18,41,288,366,1.04,1.04,-11776447,"Control_2_7",327.5,577.5,210.5,215.156919479714,TRUE,"Control"
